Voltage Across 100ohm +	Vert leads 1-2 +	Vert leads 3-4 +	Horz leads 1-3 +	Horz leads 2-4 +	Thermo Voltage +	Temperature +	Voltage Across 100ohm -	Vert leads 1-2 -	Vert leads 3-4 -	Horz leads 1-3 -	Horz leads 2-4 -	Thermo Voltage -	Temperature -
-1.823349E-7	8.963508E-6	1.863179E-7	-7.766814E-6	8.633587E-5	8.871344E-6	2.753006E+2	-8.204118E-8	6.295124E-7	-7.217618E-7	-7.823734E-6	8.746616E-5	8.373926E-6	2.753297E+2
-3.734394E-7	2.581491E-7	6.376443E-7	-7.743768E-6	8.672885E-5	8.396966E-6	2.753107E+2	-7.163396E-7	8.788966E-7	3.042321E-7	-7.539116E-6	8.583709E-5	8.532507E-6	2.752877E+2
-1.077910E-7	5.753011E-7	2.906794E-7	-7.735642E-6	8.587778E-5	7.903632E-6	2.752888E+2	-6.336628E-7	1.468473E-6	-1.416737E-7	-8.191038E-6	8.566909E-5	9.005529E-6	2.752834E+2
