Voltage Across 100ohm +	Vert leads 1-2 +	Vert leads 3-4 +	Horz leads 1-3 +	Horz leads 2-4 +	Thermo Voltage +	Temperature +	Voltage Across 100ohm -	Vert leads 1-2 -	Vert leads 3-4 -	Horz leads 1-3 -	Horz leads 2-4 -	Thermo Voltage -	Temperature -
-4.055027E-1	-4.407657E-3	-1.493604E-2	-1.115745E-1	-5.536983E-3	1.010472E-1	7.710808E+1	-4.055129E-1	-1.798766E-3	-1.244611E-2	-1.116508E-1	-5.535878E-3	1.010121E-1	7.717533E+1
-4.055164E-1	-4.478853E-3	-1.500611E-2	-1.115814E-1	-5.535902E-3	1.010581E-1	7.717391E+1	-4.055421E-1	-1.759284E-3	-1.241014E-2	-1.116624E-1	-5.535757E-3	1.010151E-1	7.718272E+1
-4.055532E-1	-4.473306E-3	-1.500962E-2	-1.116012E-1	-5.534909E-3	1.010613E-1	7.723427E+1	-4.055025E-1	-1.749711E-3	-1.241075E-2	-1.116698E-1	-5.534361E-3	1.010027E-1	7.726760E+1
