Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1250
Conversion Gain:	1024
Coarse Gain:	5
Fine Gain:	0
Upper Discriminator:	1936
Lower Discriminator:	4
Calibration Coefficients:	-21.37163814180917	1.8679706601466992
Calibration Channels:	285	694
Calibration Energies:	511.0	1275.0
Elapsed Real Time:	91.47
Elapsed Live Time:	73.59
Start Time:	February 18, 2016, 01:43:38
End Time:	February 18, 2016, 01:44:11
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	273	349	293373	28261	24	528

Channel Data:
Channel	Energy	Counts
0	-21.37163814180917	12
1	-19.50366748166247	49
2	-17.635696821515772	126
3	-15.767726161369074	645
4	-13.899755501222375	1055
5	-12.031784841075675	169
6	-10.163814180928977	138
7	-8.295843520782277	264
8	-6.427872860635578	694
9	-4.559902200488878	986
10	-2.6919315403421784	1054
11	-0.8239608801954788	1185
12	1.0440097799512174	1371
13	2.911980440097917	1496
14	4.779951100244617	1562
15	6.647921760391316	1626
16	8.515892420538016	1829
17	10.383863080684716	1745
18	12.251833740831415	1983
19	14.119804400978111	1763
20	15.987775061124815	1848
21	17.85574572127151	1840
22	19.723716381418214	1903
23	21.59168704156491	1943
24	23.459657701711606	2055
25	25.32762836185831	2145
26	27.195599022005005	2394
27	29.06356968215171	2358
28	30.931540342298405	2581
29	32.79951100244511	2628
30	34.667481662591804	2854
31	36.53545232273851	2936
32	38.4034229828852	2998
33	40.2713936430319	3106
34	42.1393643031786	3345
35	44.007334963325306	3595
36	45.875305623472	3788
37	47.7432762836187	3844
38	49.611246943765394	3908
39	51.479217603912105	4092
40	53.3471882640588	4237
41	55.2151589242055	4305
42	57.08312958435219	4302
43	58.95110024449889	4238
44	60.8190709046456	4275
45	62.687041564792295	4289
46	64.55501222493899	4004
47	66.42298288508569	3995
48	68.29095354523238	3844
49	70.1589242053791	3819
50	72.02689486552579	3665
51	73.89486552567249	3523
52	75.76283618581918	3373
53	77.63080684596589	3269
54	79.49877750611259	3272
55	81.36674816625928	3090
56	83.23471882640598	3010
57	85.10268948655268	2962
58	86.97066014669939	3026
59	88.83863080684608	2903
60	90.70660146699278	2846
61	92.57457212713948	2819
62	94.44254278728619	2848
63	96.31051344743288	2847
64	98.17848410757958	2724
65	100.04645476772627	2794
66	101.91442542787297	2746
67	103.78239608801968	2743
68	105.65036674816638	2738
69	107.51833740831307	2789
70	109.38630806845978	2704
71	111.25427872860647	2780
72	113.12224938875318	2711
73	114.99022004889986	2665
74	116.85819070904657	2592
75	118.72616136919328	2600
76	120.59413202933996	2635
77	122.46210268948667	2625
78	124.33007334963338	2636
79	126.19804400978006	2613
80	128.06601466992677	2562
81	129.93398533007345	2492
82	131.80195599022016	2581
83	133.66992665036688	2524
84	135.53789731051356	2537
85	137.40586797066027	2612
86	139.27383863080695	2643
87	141.14180929095366	2465
88	143.00977995110037	2487
89	144.87775061124705	2572
90	146.74572127139376	2489
91	148.61369193154044	2478
92	150.48166259168715	2605
93	152.34963325183386	2588
94	154.21760391198055	2488
95	156.08557457212726	2588
96	157.95354523227394	2562
97	159.82151589242065	2634
98	161.68948655256736	2565
99	163.55745721271404	2639
100	165.42542787286075	2691
101	167.29339853300746	2577
102	169.16136919315414	2586
103	171.02933985330085	2530
104	172.89731051344754	2594
105	174.76528117359425	2568
106	176.63325183374096	2596
107	178.50122249388764	2543
108	180.36919315403435	2576
109	182.23716381418103	2483
110	184.10513447432774	2587
111	185.97310513447445	2460
112	187.84107579462113	2501
113	189.70904645476784	2393
114	191.57701711491453	2522
115	193.44498777506124	2390
116	195.31295843520795	2405
117	197.18092909535463	2416
118	199.04889975550134	2367
119	200.91687041564805	2374
120	202.78484107579473	2335
121	204.65281173594144	2284
122	206.52078239608812	2299
123	208.38875305623483	2260
124	210.25672371638154	2339
125	212.12469437652823	2298
126	213.99266503667494	2156
127	215.86063569682162	2260
128	217.72860635696833	2218
129	219.59657701711504	2228
130	221.46454767726172	2142
131	223.33251833740843	2172
132	225.2004889975551	2171
133	227.06845965770182	2117
134	228.93643031784853	2096
135	230.80440097799521	2125
136	232.67237163814193	2064
137	234.5403422982886	2025
138	236.40831295843532	2024
139	238.276283618582	2004
140	240.14425427872874	1949
141	242.01222493887542	2060
142	243.8801955990221	2024
143	245.74816625916884	1987
144	247.61613691931552	1972
145	249.4841075794622	1938
146	251.3520782396089	1937
147	253.22004889975562	1901
148	255.0880195599023	1892
149	256.955990220049	1854
150	258.8239608801957	1817
151	260.6919315403424	1878
152	262.5599022004891	1938
153	264.42787286063583	1864
154	266.2958435207825	1892
155	268.1638141809292	1816
156	270.03178484107593	1910
157	271.8997555012226	1917
158	273.7677261613693	1857
159	275.635696821516	1827
160	277.5036674816627	1754
161	279.3716381418094	1771
162	281.2396088019561	1830
163	283.1075794621028	1750
164	284.9755501222495	1876
165	286.8435207823962	1815
166	288.7114914425429	1829
167	290.5794621026896	1723
168	292.4474327628363	1818
169	294.31540342298297	1812
170	296.1833740831297	1809
171	298.0513447432764	1764
172	299.91931540342307	1798
173	301.7872860635698	1720
174	303.6552567237165	1787
175	305.5232273838632	1673
176	307.3911980440099	1766
177	309.2591687041566	1707
178	311.1271393643033	1733
179	312.99511002445	1655
180	314.8630806845967	1623
181	316.7310513447434	1639
182	318.59902200489006	1710
183	320.4669926650368	1622
184	322.3349633251835	1626
185	324.20293398533016	1594
186	326.0709046454769	1598
187	327.9388753056236	1570
188	329.80684596577026	1547
189	331.674816625917	1566
190	333.5427872860637	1458
191	335.41075794621037	1423
192	337.27872860635705	1540
193	339.1466992665038	1445
194	341.01466992665047	1464
195	342.88264058679715	1331
196	344.7506112469439	1330
197	346.6185819070906	1352
198	348.48655256723725	1344
199	350.354523227384	1350
200	352.2224938875307	1342
201	354.09046454767736	1315
202	355.9584352078241	1267
203	357.8264058679708	1179
204	359.69437652811746	1237
205	361.56234718826414	1235
206	363.4303178484109	1169
207	365.29828850855756	1182
208	367.16625916870424	1172
209	369.034229828851	1189
210	370.90220048899766	1100
211	372.77017114914435	1174
212	374.6381418092911	1102
213	376.50611246943777	1133
214	378.37408312958445	1121
215	380.2420537897312	1111
216	382.11002444987787	1134
217	383.97799511002455	1086
218	385.84596577017123	1115
219	387.713936430318	1047
220	389.58190709046465	1022
221	391.44987775061134	1073
222	393.3178484107581	1058
223	395.18581907090476	1063
224	397.05378973105144	1027
225	398.9217603911982	1085
226	400.78973105134486	1066
227	402.65770171149154	997
228	404.5256723716382	1061
229	406.39364303178496	1082
230	408.26161369193164	1042
231	410.1295843520783	1121
232	411.99755501222506	1090
233	413.86552567237175	1077
234	415.7334963325184	1086
235	417.60146699266517	1079
236	419.46943765281185	1085
237	421.33740831295853	1073
238	423.20537897310527	1109
239	425.07334963325195	1114
240	426.94132029339863	1155
241	428.8092909535453	1141
242	430.67726161369205	1148
243	432.54523227383874	1240
244	434.4132029339854	1240
245	436.28117359413216	1247
246	438.14914425427884	1443
247	440.0171149144255	1419
248	441.88508557457226	1466
249	443.75305623471894	1555
250	445.6210268948656	1667
251	447.4889975550123	1732
252	449.35696821515904	1830
253	451.2249388753057	1934
254	453.0929095354524	2008
255	454.96088019559915	2181
256	456.8288508557458	2315
257	458.6968215158925	2463
258	460.56479217603925	2665
