%,nm,mV,d(mV),,
100,2500,24.02,0.03,,
100,2250,24.69,0.03,,
100,2000,24.685,0.065,,
100,1500,24.785,0.065,,
100,1000,24.405,0.055,,
100,600,24.335,0.085,,
0,2500,0.62,0.01,,
0,2250,0.615,0.035,,
0,2000,0.605,0.025,,
0,1500,0.605,0.025,,
0,1000,0.595,0.015,,
0,600,0.595,0.025,,
