Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1250
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	0
Upper Discriminator:	3560
Lower Discriminator:	164
Calibration Coefficients:	1.666666666666515	3.3955555555555557
Calibration Channels:	150	375
Calibration Energies:	511.0	1275.0
Elapsed Real Time:	360.86
Elapsed Live Time:	306.09
Start Time:	February 18, 2016, 02:34:51
End Time:	February 18, 2016, 02:40:52
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	150	151	24492	32	0	512

Channel Data:
Channel	Energy	Counts
321	1091.6399999999999	3681
322	1095.0355555555554	3642
323	1098.431111111111	3658
324	1101.8266666666666	3493
325	1105.2222222222222	3631
326	1108.6177777777777	3607
327	1112.0133333333333	3600
328	1115.4088888888887	3562
329	1118.8044444444442	3588
330	1122.1999999999998	3637
331	1125.5955555555554	3516
332	1128.991111111111	3577
333	1132.3866666666665	3527
334	1135.7822222222221	3580
335	1139.1777777777777	3537
336	1142.5733333333333	3718
337	1145.9688888888888	3597
338	1149.3644444444444	3506
339	1152.76	3614
340	1156.1555555555553	3565
341	1159.551111111111	3493
342	1162.9466666666665	3552
343	1166.342222222222	3469
344	1169.7377777777776	3518
345	1173.1333333333332	3532
346	1176.5288888888888	3500
347	1179.9244444444444	3468
348	1183.32	3498
349	1186.7155555555555	3503
350	1190.111111111111	3569
351	1193.5066666666667	3471
352	1196.902222222222	3511
353	1200.2977777777776	3457
354	1203.6933333333332	3464
355	1207.0888888888887	3447
356	1210.4844444444443	3469
357	1213.8799999999999	3544
358	1217.2755555555555	3472
359	1220.671111111111	3306
360	1224.0666666666666	3407
361	1227.4622222222222	3393
362	1230.8577777777778	3336
363	1234.2533333333333	3362
364	1237.6488888888887	3428
365	1241.0444444444443	3399
366	1244.4399999999998	3441
367	1247.8355555555554	3365
368	1251.231111111111	3252
369	1254.6266666666666	3303
370	1258.0222222222221	3329
371	1261.4177777777777	3311
372	1264.8133333333333	3352
373	1268.2088888888889	3195
374	1271.6044444444444	3240
375	1275.0	3328
376	1278.3955555555553	3331
377	1281.791111111111	3334
378	1285.1866666666665	3116
379	1288.582222222222	3239
380	1291.9777777777776	3221
381	1295.3733333333332	3194
382	1298.7688888888888	3146
383	1302.1644444444444	3166
384	1305.56	3291
385	1308.9555555555555	3314
386	1312.351111111111	3217
387	1315.7466666666664	3132
388	1319.142222222222	3186
389	1322.5377777777776	3124
390	1325.9333333333332	3203
391	1329.3288888888887	3158
392	1332.7244444444443	3188
393	1336.12	3136
394	1339.5155555555555	3136
395	1342.911111111111	3147
396	1346.3066666666666	3143
397	1349.7022222222222	3070
398	1353.0977777777778	3076
399	1356.493333333333	3237
400	1359.8888888888887	3063
401	1363.2844444444443	3104
402	1366.6799999999998	3139
403	1370.0755555555554	3096
404	1373.471111111111	3097
405	1376.8666666666666	3060
406	1380.2622222222221	3145
407	1383.6577777777777	2991
408	1387.0533333333333	3032
409	1390.4488888888889	3065
410	1393.8444444444444	3085
411	1397.2399999999998	3001
412	1400.6355555555554	3046
413	1404.031111111111	3054
414	1407.4266666666665	3030
415	1410.822222222222	3119
416	1414.2177777777777	2986
417	1417.6133333333332	2949
418	1421.0088888888888	3071
419	1424.4044444444444	3045
420	1427.8	3038
421	1431.1955555555555	3025
422	1434.591111111111	3092
423	1437.9866666666665	2946
424	1441.382222222222	3043
425	1444.7777777777776	3043
426	1448.1733333333332	2980
427	1451.5688888888888	2970
428	1454.9644444444443	2966
429	1458.36	3039
430	1461.7555555555555	2938
431	1465.151111111111	2914
432	1468.5466666666666	2914
433	1471.9422222222222	2935
434	1475.3377777777778	2996
435	1478.7333333333331	2982
436	1482.1288888888887	2842
437	1485.5244444444443	2900
438	1488.9199999999998	3041
439	1492.3155555555554	2989
440	1495.711111111111	2957
441	1499.1066666666666	2979
442	1502.5022222222221	2899
443	1505.8977777777777	2857
444	1509.2933333333333	2818
445	1512.6888888888889	2883
446	1516.0844444444444	2894
447	1519.4799999999998	2879
448	1522.8755555555554	2939
449	1526.271111111111	2884
450	1529.6666666666665	2942
451	1533.062222222222	2879
452	1536.4577777777777	2917
453	1539.8533333333332	2865
454	1543.2488888888888	2814
455	1546.6444444444444	2759
456	1550.04	2814
457	1553.4355555555555	2977
458	1556.831111111111	2963
459	1560.2266666666665	2905
460	1563.622222222222	2872
461	1567.0177777777776	2971
462	1570.4133333333332	2942
463	1573.8088888888888	2890
464	1577.2044444444443	2958
465	1580.6	2984
466	1583.9955555555555	2905
467	1587.391111111111	2828
468	1590.7866666666666	3025
469	1594.1822222222222	2894
470	1597.5777777777778	2954
471	1600.9733333333331	2916
472	1604.3688888888887	2915
473	1607.7644444444443	2873
474	1611.1599999999999	3048
475	1614.5555555555554	3023
476	1617.951111111111	2947
477	1621.3466666666666	3089
478	1624.7422222222222	2986
479	1628.1377777777777	3038
480	1631.5333333333333	3030
481	1634.9288888888889	3017
482	1638.3244444444445	3067
483	1641.7199999999998	3067
484	1645.1155555555554	3065
485	1648.511111111111	3034
486	1651.9066666666665	3098
487	1655.302222222222	3214
488	1658.6977777777777	3182
489	1662.0933333333332	3104
490	1665.4888888888888	3201
491	1668.8844444444444	3211
492	1672.28	3277
493	1675.6755555555555	3158
494	1679.0711111111111	3236
495	1682.4666666666665	3234
496	1685.862222222222	3113
497	1689.2577777777776	3167
498	1692.6533333333332	3281
499	1696.0488888888888	3216
500	1699.4444444444443	3147
501	1702.84	3201
502	1706.2355555555555	3318
503	1709.631111111111	3179
504	1713.0266666666666	3049
505	1716.4222222222222	3145
506	1719.8177777777778	3225
507	1723.2133333333331	3146
508	1726.6088888888887	3166
509	1730.0044444444443	3072
510	1733.3999999999999	3138
511	1736.7955555555554	3029
512	1740.191111111111	3210
513	1743.5866666666666	3148
514	1746.9822222222222	3073
515	1750.3777777777777	3108
516	1753.7733333333333	3158
517	1757.168888888889	3186
518	1760.5644444444442	3135
519	1763.9599999999998	2928
520	1767.3555555555554	2912
521	1770.751111111111	3050
522	1774.1466666666665	2982
523	1777.542222222222	2893
524	1780.9377777777777	2946
525	1784.3333333333333	2895
526	1787.7288888888888	2857
527	1791.1244444444444	2761
528	1794.52	2890
529	1797.9155555555556	2923
530	1801.311111111111	2807
531	1804.7066666666665	2891
532	1808.102222222222	2765
533	1811.4977777777776	2777
534	1814.8933333333332	2791
535	1818.2888888888888	2754
536	1821.6844444444444	2797
537	1825.08	2705
538	1828.4755555555555	2757
539	1831.871111111111	2675
540	1835.2666666666667	2698
541	1838.6622222222222	2793
542	1842.0577777777776	2557
543	1845.4533333333331	2561
544	1848.8488888888887	2670
545	1852.2444444444443	2656
546	1855.6399999999999	2698
547	1859.0355555555554	2640
548	1862.431111111111	2578
549	1865.8266666666666	2535
550	1869.2222222222222	2554
551	1872.6177777777777	2482
552	1876.0133333333333	2497
553	1879.408888888889	2576
554	1882.8044444444442	2463
555	1886.1999999999998	2521
556	1889.5955555555554	2471
557	1892.991111111111	2495
558	1896.3866666666665	2534
559	1899.7822222222221	2423
560	1903.1777777777777	2422
561	1906.5733333333333	2448
562	1909.9688888888888	2433
563	1913.3644444444444	2385
564	1916.76	2458
565	1920.1555555555556	2342
566	1923.551111111111	2383
567	1926.9466666666665	2443
568	1930.342222222222	2351
569	1933.7377777777776	2395
570	1937.1333333333332	2320
571	1940.5288888888888	2347
572	1943.9244444444444	2307
573	1947.32	2353
574	1950.7155555555555	2320
575	1954.111111111111	2297
576	1957.5066666666667	2273
577	1960.9022222222222	2241
578	1964.2977777777776	2283
579	1967.6933333333332	2229
580	1971.0888888888887	2237
581	1974.4844444444443	2302
582	1977.8799999999999	2194
583	1981.2755555555555	2337
584	1984.671111111111	2317
585	1988.0666666666666	2327
586	1991.4622222222222	2274
587	1994.8577777777778	2327
588	1998.2533333333333	2257
589	2001.648888888889	2385
590	2005.0444444444443	2267
591	2008.4399999999998	2289
592	2011.8355555555554	2372
593	2015.231111111111	2428
594	2018.6266666666666	2353
595	2022.0222222222221	2334
596	2025.4177777777777	2327
597	2028.8133333333333	2352
598	2032.2088888888889	2485
599	2035.6044444444444	2456
600	2039.0	2502
601	2042.3955555555556	2541
602	2045.791111111111	2629
603	2049.1866666666665	2538
604	2052.5822222222223	2642
605	2055.9777777777776	2692
606	2059.3733333333334	2793
607	2062.768888888889	2768
608	2066.164444444444	2882
609	2069.56	2992
610	2072.9555555555553	2936
611	2076.351111111111	3078
612	2079.7466666666664	3243
613	2083.1422222222222	3167
614	2086.5377777777776	3171
615	2089.9333333333334	3410
616	2093.3288888888887	3272
617	2096.7244444444445	3472
618	2100.12	3492
619	2103.5155555555557	3593
620	2106.911111111111	3767
621	2110.3066666666664	3802
622	2113.702222222222	3885
623	2117.0977777777775	3842
624	2120.4933333333333	4033
625	2123.8888888888887	4094
626	2127.2844444444445	4040
627	2130.68	4212
628	2134.0755555555556	4285
629	2137.471111111111	4442
630	2140.866666666667	4354
631	2144.262222222222	4421
632	2147.6577777777775	4468
633	2151.0533333333333	4599
634	2154.4488888888886	4555
635	2157.8444444444444	4724
636	2161.24	4703
637	2164.6355555555556	4849
638	2168.031111111111	4855
639	2171.4266666666667	4846
640	2174.822222222222	4880
641	2178.217777777778	4839
642	2181.6133333333332	4786
643	2185.0088888888886	5094
644	2188.4044444444444	4864
645	2191.7999999999997	4895
646	2195.1955555555555	4731
647	2198.591111111111	4899
648	2201.9866666666667	4932
649	2205.382222222222	4885
650	2208.777777777778	4689
651	2212.173333333333	4777
652	2215.568888888889	4700
653	2218.9644444444443	4647
654	2222.36	4581
655	2225.7555555555555	4554
656	2229.151111111111	4416
657	2232.5466666666666	4376
658	2235.942222222222	4286
659	2239.337777777778	4253
660	2242.733333333333	4181
661	2246.128888888889	4045
662	2249.5244444444443	4016
663	2252.92	3795
664	2256.3155555555554	3861
665	2259.711111111111	3671
666	2263.1066666666666	3613
667	2266.502222222222	3445
668	2269.8977777777777	3313
669	2273.293333333333	3407
670	2276.688888888889	3195
671	2280.084444444444	3110
672	2283.48	2906
673	2286.8755555555554	2986
674	2290.271111111111	2949
675	2293.6666666666665	2754
676	2297.0622222222223	2582
677	2300.4577777777777	2490
678	2303.8533333333335	2493
679	2307.248888888889	2406
680	2310.644444444444	2228
681	2314.04	2130
682	2317.4355555555553	2046
683	2320.831111111111	2060
684	2324.2266666666665	1943
685	2327.6222222222223	1886
686	2331.0177777777776	1702
687	2334.4133333333334	1769
688	2337.8088888888888	1554
689	2341.2044444444446	1538
690	2344.6	1590
691	2347.9955555555553	1450
692	2351.391111111111	1361
693	2354.7866666666664	1391
694	2358.182222222222	1313
695	2361.5777777777776	1250
696	2364.9733333333334	1155
697	2368.3688888888887	1161
698	2371.7644444444445	1124
699	2375.16	1154
700	2378.5555555555557	1094
701	2381.951111111111	1010
702	2385.346666666667	1004
703	2388.742222222222	959
704	2392.1377777777775	945
705	2395.5333333333333	881
706	2398.9288888888887	934
707	2402.3244444444445	843
708	2405.72	857
709	2409.1155555555556	823
710	2412.511111111111	844
711	2415.9066666666668	833
712	2419.302222222222	802
713	2422.697777777778	829
714	2426.0933333333332	803
715	2429.4888888888886	798
716	2432.8844444444444	743
717	2436.2799999999997	770
718	2439.6755555555555	764
719	2443.071111111111	726
720	2446.4666666666667	769
721	2449.862222222222	694
722	2453.257777777778	691
723	2456.653333333333	723
724	2460.048888888889	730
725	2463.4444444444443	716
726	2466.84	738
727	2470.2355555555555	695
728	2473.631111111111	727
729	2477.0266666666666	672
730	2480.422222222222	724
731	2483.817777777778	682
732	2487.213333333333	700
733	2490.608888888889	703
734	2494.0044444444443	670
735	2497.4	700
736	2500.7955555555554	685
737	2504.1911111111112	719
738	2507.5866666666666	712
739	2510.982222222222	704
740	2514.3777777777777	698
741	2517.773333333333	626
742	2521.168888888889	707
743	2524.5644444444442	656
744	2527.96	705
745	2531.3555555555554	735
746	2534.751111111111	652
747	2538.1466666666665	643
748	2541.5422222222223	679
749	2544.9377777777777	696
750	2548.3333333333335	640
751	2551.728888888889	638
752	2555.124444444444	672
753	2558.52	653
754	2561.9155555555553	607
755	2565.311111111111	698
756	2568.7066666666665	657
757	2572.1022222222223	683
758	2575.4977777777776	677
759	2578.8933333333334	615
760	2582.288888888889	678
761	2585.6844444444446	665
762	2589.08	637
763	2592.4755555555553	629
764	2595.871111111111	636
765	2599.2666666666664	607
766	2602.662222222222	691
767	2606.0577777777776	621
768	2609.4533333333334	607
769	2612.8488888888887	639
770	2616.2444444444445	642
771	2619.64	629
772	2623.0355555555557	638
773	2626.431111111111	649
774	2629.8266666666664	622
775	2633.222222222222	646
776	2636.6177777777775	614
777	2640.0133333333333	662
778	2643.4088888888887	663
779	2646.8044444444445	673
780	2650.2	648
781	2653.5955555555556	643
782	2656.991111111111	605
783	2660.3866666666668	623
784	2663.782222222222	623
785	2667.177777777778	622
786	2670.5733333333333	579
787	2673.9688888888886	631
788	2677.3644444444444	616
789	2680.7599999999998	632
790	2684.1555555555556	626
791	2687.551111111111	635
792	2690.9466666666667	652
793	2694.342222222222	567
794	2697.737777777778	629
795	2701.133333333333	608
796	2704.528888888889	628
797	2707.9244444444444	605
798	2711.3199999999997	613
799	2714.7155555555555	631
800	2718.111111111111	624
801	2721.5066666666667	619
802	2724.902222222222	595
803	2728.297777777778	603
804	2731.693333333333	638
805	2735.088888888889	607
806	2738.4844444444443	598
807	2741.88	589
808	2745.2755555555555	559
809	2748.6711111111113	623
810	2752.0666666666666	611
811	2755.462222222222	578
812	2758.8577777777778	589
813	2762.253333333333	576
814	2765.648888888889	625
815	2769.0444444444443	568
816	2772.44	609
817	2775.8355555555554	615
818	2779.231111111111	589
819	2782.6266666666666	573
820	2786.0222222222224	641
821	2789.4177777777777	598
822	2792.813333333333	660
823	2796.208888888889	579
824	2799.604444444444	618
825	2803.0	632
826	2806.3955555555553	592
827	2809.791111111111	573
828	2813.1866666666665	565
829	2816.5822222222223	579
830	2819.9777777777776	580
831	2823.3733333333334	618
832	2826.768888888889	582
833	2830.1644444444446	568
834	2833.56	609
835	2836.9555555555553	674
836	2840.351111111111	601
837	2843.7466666666664	596
838	2847.1422222222222	556
839	2850.5377777777776	611
840	2853.9333333333334	581
841	2857.3288888888887	586
842	2860.7244444444445	599
843	2864.12	587
844	2867.5155555555557	545
845	2870.911111111111	567
846	2874.3066666666664	623
847	2877.702222222222	592
848	2881.0977777777775	584
849	2884.4933333333333	632
850	2887.8888888888887	578
851	2891.2844444444445	556
852	2894.68	539
853	2898.0755555555556	597
854	2901.471111111111	579
855	2904.866666666667	585
856	2908.262222222222	611
857	2911.657777777778	644
858	2915.0533333333333	577
859	2918.4488888888886	623
860	2921.8444444444444	567
861	2925.24	576
862	2928.6355555555556	600
863	2932.031111111111	560
864	2935.4266666666667	634
865	2938.822222222222	558
866	2942.217777777778	561
867	2945.6133333333332	593
868	2949.008888888889	595
869	2952.4044444444444	586
870	2955.7999999999997	551
871	2959.1955555555555	594
872	2962.591111111111	577
873	2965.9866666666667	585
874	2969.382222222222	608
875	2972.777777777778	586
876	2976.173333333333	599
877	2979.568888888889	573
878	2982.9644444444443	586
879	2986.36	567
880	2989.7555555555555	629
881	2993.1511111111113	594
882	2996.5466666666666	635
883	2999.942222222222	549
884	3003.337777777778	574
885	3006.733333333333	624
886	3010.128888888889	608
887	3013.5244444444443	565
888	3016.92	567
889	3020.3155555555554	571
890	3023.711111111111	548
891	3027.1066666666666	600
892	3030.5022222222224	592
893	3033.8977777777777	571
894	3037.293333333333	585
895	3040.688888888889	570
896	3044.084444444444	590
897	3047.48	517
898	3050.8755555555554	579
899	3054.271111111111	597
900	3057.6666666666665	569
901	3061.0622222222223	592
902	3064.4577777777777	559
903	3067.8533333333335	578
904	3071.248888888889	562
905	3074.644444444444	613
906	3078.04	572
907	3081.4355555555553	573
908	3084.831111111111	565
909	3088.2266666666665	568
910	3091.6222222222223	563
911	3095.0177777777776	572
912	3098.4133333333334	587
913	3101.8088888888888	608
914	3105.2044444444446	586
915	3108.6	563
916	3111.9955555555557	613
917	3115.391111111111	620
918	3118.7866666666664	612
919	3122.182222222222	545
920	3125.5777777777776	579
921	3128.9733333333334	555
922	3132.3688888888887	595
923	3135.7644444444445	598
924	3139.16	574
925	3142.5555555555557	606
926	3145.951111111111	583
927	3149.346666666667	611
928	3152.742222222222	575
929	3156.1377777777775	606
930	3159.5333333333333	592
931	3162.9288888888887	607
932	3166.3244444444445	631
933	3169.72	608
934	3173.1155555555556	564
935	3176.511111111111	581
936	3179.9066666666668	620
937	3183.302222222222	605
938	3186.697777777778	578
939	3190.0933333333332	597
940	3193.488888888889	648
941	3196.8844444444444	577
942	3200.2799999999997	622
943	3203.6755555555555	636
944	3207.071111111111	612
945	3210.4666666666667	627
946	3213.862222222222	603
947	3217.257777777778	597
948	3220.653333333333	599
949	3224.048888888889	609
950	3227.4444444444443	569
951	3230.84	598
952	3234.2355555555555	640
953	3237.631111111111	572
954	3241.0266666666666	594
955	3244.422222222222	579
956	3247.817777777778	624
957	3251.213333333333	622
958	3254.608888888889	619
959	3258.0044444444443	600
960	3261.4	612
961	3264.7955555555554	618
962	3268.1911111111112	599
963	3271.5866666666666	667
964	3274.9822222222224	661
965	3278.3777777777777	613
966	3281.773333333333	661
967	3285.168888888889	592
968	3288.5644444444442	616
969	3291.96	604
970	3295.3555555555554	690
971	3298.751111111111	622
972	3302.1466666666665	596
973	3305.5422222222223	648
974	3308.9377777777777	595
975	3312.3333333333335	622
976	3315.728888888889	608
977	3319.124444444444	607
978	3322.52	644
979	3325.9155555555553	581
980	3329.311111111111	599
981	3332.7066666666665	613
982	3336.1022222222223	658
983	3339.4977777777776	649
984	3342.8933333333334	645
985	3346.288888888889	643
986	3349.6844444444446	633
987	3353.08	581
988	3356.4755555555557	584
989	3359.871111111111	576
990	3363.2666666666664	594
991	3366.662222222222	661
992	3370.0577777777776	608
993	3373.4533333333334	597
994	3376.8488888888887	627
995	3380.2444444444445	612
996	3383.64	688
997	3387.0355555555557	655
998	3390.431111111111	640
999	3393.826666666667	632
1000	3397.222222222222	639
1001	3400.6177777777775	620
1002	3404.0133333333333	623
1003	3407.4088888888887	579
1004	3410.8044444444445	565
1005	3414.2	656
1006	3417.5955555555556	656
1007	3420.991111111111	608
